Input.TaskType,Input.Condition,Input.TreatmentType,Input.ConversationId,Input.ResponseId,Input.Response,Answer.age,Answer.comment,Answer.empathy,Answer.fakeinput,Answer.gender,Answer.literacy,Approve,Reject
1,HighLow,3,10,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Did you feel like you were in a movie?,18-25,{},slightly,{},male,native,,
1,HighLow,3,10,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Did you feel like you were in a movie?,18-25,{},slightly,{},female,native,,
1,HighLow,2,1,30X31N5D64M1VWVP1D3UFT46PSHAS8,"I'm going to skip out on drinks.  I'll be home soon, and we'll get the house shaped up.",56-65,{},extremely,{},male,native,,
1,HighLow,2,1,30X31N5D64M1VWVP1D3UFT46PSHAS8,"I'm going to skip out on drinks.  I'll be home soon, and we'll get the house shaped up.",36-45,{},very,{},male,native,,
1,HighLow,2,1,30X31N5D64M1VWVP1D3UFT46PSHAS8,"I'm going to skip out on drinks.  I'll be home soon, and we'll get the house shaped up.",26-35,{},very,{},male,native,,
1,HighLow,2,2,30X31N5D64M1VWVP1D3UFT46PSHAS8,Sorry about that!  It won't happen again.,36-45,{},slightly,{},female,native,,
1,HighLow,2,2,30X31N5D64M1VWVP1D3UFT46PSHAS8,Sorry about that!  It won't happen again.,26-35,{},very,{},male,native,,
1,HighLow,2,2,30X31N5D64M1VWVP1D3UFT46PSHAS8,Sorry about that!  It won't happen again.,26-35,{},moderately,{},male,native,,
1,HighLow,0,11,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Fat ass,26-35,{},moderately,{},male,native,,
1,HighLow,0,11,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Fat ass,26-35,{},none,{},female,profession,,
1,HighLow,0,11,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Fat ass,36-45,{},none,{},male,native,,
1,HighLow,0,12,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Just not feeling like myself.,36-45,{},slightly,{},female,native,,
1,HighLow,0,12,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Just not feeling like myself.,18-25,{},very,{},male,native,,
1,HighLow,0,12,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Just not feeling like myself.,18-25,{},slightly,{},female,native,,
1,HighLow,2,3,30X31N5D64M1VWVP1D3UFT46PSHAS8,Hang in there!  They're lucky to have you!,26-35,{},extremely,{},male,native,,
1,HighLow,2,3,30X31N5D64M1VWVP1D3UFT46PSHAS8,Hang in there!  They're lucky to have you!,36-45,{},extremely,{},male,native,,
1,HighLow,2,3,30X31N5D64M1VWVP1D3UFT46PSHAS8,Hang in there!  They're lucky to have you!,36-45,{},extremely,{},female,native,,
1,HighLow,0,13,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Well someone is not going to be able to go.,26-35,{},none,{},male,native,,
1,HighLow,0,13,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Well someone is not going to be able to go.,36-45,{},none,{},male,native,,
1,HighLow,0,13,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Well someone is not going to be able to go.,26-35,{},slightly,{},female,native,,
1,HighLow,2,4,30X31N5D64M1VWVP1D3UFT46PSHAS8,"It wasn't me, but I'll ask around and see if I can find out who did.",26-35,{},moderately,{},male,native,,
1,HighLow,2,4,30X31N5D64M1VWVP1D3UFT46PSHAS8,"It wasn't me, but I'll ask around and see if I can find out who did.",36-45,{},moderately,{},male,native,,
1,HighLow,2,4,30X31N5D64M1VWVP1D3UFT46PSHAS8,"It wasn't me, but I'll ask around and see if I can find out who did.",26-35,{},very,{},male,native,,
1,HighLow,0,14,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Sounds good,26-35,{},extremely,{},male,native,,
1,HighLow,0,14,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Sounds good,56-65,{},extremely,{},female,profession,,
1,HighLow,0,14,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,Sounds good,18-25,{},extremely,{},female,native,,
1,HighLow,2,5,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'll go get some ice cream.  Let's veg out on your couch and decide what to do!  Be there in 20!,36-45,{},moderately,{},female,native,,
1,HighLow,2,5,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'll go get some ice cream.  Let's veg out on your couch and decide what to do!  Be there in 20!,36-45,{},extremely,{},female,native,,
1,HighLow,2,5,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'll go get some ice cream.  Let's veg out on your couch and decide what to do!  Be there in 20!,36-45,{},extremely,{},female,native,,
1,HighLow,3,6,30X31N5D64M1VWVP1D3UFT46PSHAS8,You are forgiven :)  I wouldn't be able to do that either!,18-25,{},extremely,{},female,native,,
1,HighLow,3,6,30X31N5D64M1VWVP1D3UFT46PSHAS8,You are forgiven :)  I wouldn't be able to do that either!,26-35,{},extremely,{},male,native,,
1,HighLow,3,6,30X31N5D64M1VWVP1D3UFT46PSHAS8,You are forgiven :)  I wouldn't be able to do that either!,18-25,{},very,{},male,native,,
1,HighLow,0,15,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,"Thats good, hopefully itll turn up",46-55,{},moderately,{},female,native,,
1,HighLow,0,15,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,"Thats good, hopefully itll turn up",36-45,{},extremely,{},female,native,,
1,HighLow,0,15,3F0BG9B9MQJG8G90TGJZNOQH50E7YP,"Thats good, hopefully itll turn up",26-35,{},very,{},male,native,,
1,HighLow,3,7,30X31N5D64M1VWVP1D3UFT46PSHAS8,"I'm so sorry.  That is so unfair, and it's their loss--you're a great employee.",36-45,{},very,{},female,native,,
1,HighLow,3,7,30X31N5D64M1VWVP1D3UFT46PSHAS8,"I'm so sorry.  That is so unfair, and it's their loss--you're a great employee.",26-35,{},very,{},female,native,,
1,HighLow,3,7,30X31N5D64M1VWVP1D3UFT46PSHAS8,"I'm so sorry.  That is so unfair, and it's their loss--you're a great employee.",18-25,{},extremely,{},male,native,,
1,HighLow,2,1,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,uh oh whats going on?,26-35,{},slightly,{},female,native,,
1,HighLow,2,1,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,uh oh whats going on?,18-25,{},very,{},female,native,,
1,HighLow,2,1,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,uh oh whats going on?,36-45,{},moderately,{},female,native,,
1,HighLow,2,2,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Im so sorry, it slipped my mind. Wont happen again.",18-25,{},very,{},male,native,,
1,HighLow,2,2,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Im so sorry, it slipped my mind. Wont happen again.",36-45,{},moderately,{},female,native,,
1,HighLow,2,2,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Im so sorry, it slipped my mind. Wont happen again.",36-45,{},extremely,{},female,native,,
1,HighLow,2,3,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,i know exactly how you feel.,26-35,{},very,{},male,native,,
1,HighLow,2,3,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,i know exactly how you feel.,26-35,{},extremely,{},male,native,,
1,HighLow,2,3,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,i know exactly how you feel.,26-35,{},very,{},male,native,,
1,HighLow,3,8,30X31N5D64M1VWVP1D3UFT46PSHAS8,Sorry about the nap.  I didn't mean to upset you.  I will be there soon.,36-45,{},none,{},female,profession,,
1,HighLow,3,8,30X31N5D64M1VWVP1D3UFT46PSHAS8,Sorry about the nap.  I didn't mean to upset you.  I will be there soon.,26-35,{},extremely,{},female,native,,
1,HighLow,3,8,30X31N5D64M1VWVP1D3UFT46PSHAS8,Sorry about the nap.  I didn't mean to upset you.  I will be there soon.,18-25,{},extremely,{},female,native,,
1,HighLow,2,4,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Dang dude, it wasn't me but good luck finding whoever told.",18-25,{},slightly,{},female,native,,
1,HighLow,2,4,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Dang dude, it wasn't me but good luck finding whoever told.",26-35,{},very,{},male,native,,
1,HighLow,2,4,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Dang dude, it wasn't me but good luck finding whoever told.",26-35,{},extremely,{},female,native,,
1,HighLow,2,5,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"for real, what a mean thing to do. Do you need some help?",36-45,{},very,{},female,native,,
1,HighLow,2,5,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"for real, what a mean thing to do. Do you need some help?",18-25,{},very,{},male,native,,
1,HighLow,2,5,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"for real, what a mean thing to do. Do you need some help?",26-35,no,very,{},male,native,,
1,HighLow,3,9,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Sorry, I'm here!  What do you need help with?",18-25,{},slightly,{},female,native,,
1,HighLow,3,9,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Sorry, I'm here!  What do you need help with?",26-35,{},extremely,{},male,native,,
1,HighLow,3,9,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Sorry, I'm here!  What do you need help with?",18-25,{},extremely,{},male,native,,
1,HighLow,3,10,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'm sure you still look beautiful!,26-35,{},extremely,{},male,native,,
1,HighLow,3,10,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'm sure you still look beautiful!,36-45,{},moderately,{},female,native,,
1,HighLow,3,10,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'm sure you still look beautiful!,18-25,This response would be extremely empathetic if it came from a female friend but only slightly if it came from a man I wasn't dating.,very,{},female,native,,
1,HighLow,0,11,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'll make sure your chicken nuggets are nice and warm.,26-35,{},none,{},male,native,,
1,HighLow,0,11,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'll make sure your chicken nuggets are nice and warm.,36-45,{},slightly,{},female,native,,
1,HighLow,0,11,30X31N5D64M1VWVP1D3UFT46PSHAS8,I'll make sure your chicken nuggets are nice and warm.,18-25,{},very,{},female,native,,
1,HighLow,0,12,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Yes, I'm just stressed out and too tired to go out.",26-35,{},moderately,{},male,native,,
1,HighLow,0,12,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Yes, I'm just stressed out and too tired to go out.",18-25,{},very,{},female,native,,
1,HighLow,0,12,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Yes, I'm just stressed out and too tired to go out.",18-25,{},moderately,{},male,native,,
1,HighLow,3,6,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"sorry, i just wanted to tell you, i didn;t realize it would make you upset",56-65,{},very,{},female,profession,,
1,HighLow,3,6,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"sorry, i just wanted to tell you, i didn;t realize it would make you upset",36-45,{},very,{},female,profession,,
1,HighLow,3,6,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"sorry, i just wanted to tell you, i didn;t realize it would make you upset",46-55,{},very,{},male,native,,
1,HighLow,0,13,30X31N5D64M1VWVP1D3UFT46PSHAS8,"You three can go, and I'll sit this one out.  I should be studying that night anyway.",36-45,{},extremely,{},female,native,,
1,HighLow,0,13,30X31N5D64M1VWVP1D3UFT46PSHAS8,"You three can go, and I'll sit this one out.  I should be studying that night anyway.",26-35,{},very,{},male,native,,
1,HighLow,0,13,30X31N5D64M1VWVP1D3UFT46PSHAS8,"You three can go, and I'll sit this one out.  I should be studying that night anyway.",46-55,{},very,{},female,native,,
1,HighLow,0,14,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Great, I'll talk to you at 2 pm!",18-25,{},slightly,{},female,native,,
1,HighLow,0,14,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Great, I'll talk to you at 2 pm!",18-25,{},very,{},female,native,,
1,HighLow,0,14,30X31N5D64M1VWVP1D3UFT46PSHAS8,"Great, I'll talk to you at 2 pm!",36-45,{},none,{},male,native,,
1,HighLow,3,7,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"i am so sorry, i had no idea. If you need anything please don't be afraid to ask.",46-55,{},extremely,{},female,native,,
1,HighLow,3,7,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"i am so sorry, i had no idea. If you need anything please don't be afraid to ask.",26-35,{},very,{},male,native,,
1,HighLow,3,7,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"i am so sorry, i had no idea. If you need anything please don't be afraid to ask.",36-45,{},extremely,{},male,native,,
1,HighLow,0,15,30X31N5D64M1VWVP1D3UFT46PSHAS8,I hope you find it soon!,26-35,{},very,{},female,native,,
1,HighLow,0,15,30X31N5D64M1VWVP1D3UFT46PSHAS8,I hope you find it soon!,26-35,{},moderately,{},male,native,,
1,HighLow,0,15,30X31N5D64M1VWVP1D3UFT46PSHAS8,I hope you find it soon!,18-25,{},moderately,{},female,native,,
1,HighOnly,2,1,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Yikes, I guess I'll be prepared",26-35,{},moderately,{},male,native,,
1,HighOnly,2,1,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Yikes, I guess I'll be prepared",18-25,{},none,{},male,native,,
1,HighOnly,2,1,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Yikes, I guess I'll be prepared",36-45,{},none,{},female,native,,
1,HighOnly,2,2,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,I'll help clean when I get home.,36-45,{},moderately,{},female,native,,
1,HighOnly,2,2,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,I'll help clean when I get home.,46-55,{},very,{},male,native,,
1,HighOnly,2,2,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,I'll help clean when I get home.,36-45,{},none,{},female,native,,
1,HighOnly,2,3,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,At least you're getting paid well for it!,26-35,{},moderately,{},female,native,,
1,HighOnly,2,3,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,At least you're getting paid well for it!,18-25,{},slightly,{},male,native,,
1,HighOnly,2,3,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,At least you're getting paid well for it!,36-45,{},moderately,{},male,native,,
1,HighOnly,2,4,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"It wasn't me, dude. Who else saw you?",18-25,{},slightly,{},female,native,,
1,HighOnly,2,4,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"It wasn't me, dude. Who else saw you?",26-35,{},moderately,{},male,native,,
1,HighOnly,2,4,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"It wasn't me, dude. Who else saw you?",26-35,{},slightly,{},male,native,,
1,HighOnly,2,5,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Come out with me on Valentines Day and break up with him first.,18-25,{},slightly,{},female,native,,
1,HighOnly,2,5,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Come out with me on Valentines Day and break up with him first.,26-35,{},very,{},female,native,,
1,HighOnly,2,5,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Come out with me on Valentines Day and break up with him first.,18-25,{},very,{},female,native,,
1,HighOnly,0,6,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"I feel you, I love my coffee",26-35,{},very,{},female,native,,
1,HighOnly,0,6,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"I feel you, I love my coffee",26-35,{},very,{},male,native,,
1,HighOnly,0,6,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"I feel you, I love my coffee",18-25,{},slightly,{},female,native,,
1,HighOnly,0,7,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,For now. Sorry to hear that!,18-25,{},very,{},female,native,,
1,HighOnly,0,7,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,For now. Sorry to hear that!,18-25,{},slightly,{},female,native,,
1,HighOnly,0,7,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,For now. Sorry to hear that!,36-45,{},extremely,{},female,native,,
1,HighOnly,0,8,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,That's not an answer...,18-25,{},slightly,{},male,native,,
1,HighOnly,0,8,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,That's not an answer...,18-25,{},slightly,{},female,native,,
1,HighOnly,0,8,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,That's not an answer...,26-35,{},extremely,{},male,native,,
1,HighOnly,0,9,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Hey man, sorry. Whats up?",18-25,{},moderately,{},male,native,,
1,HighOnly,0,9,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Hey man, sorry. Whats up?",26-35,{},very,{},female,native,,
1,HighOnly,0,9,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Hey man, sorry. Whats up?",26-35,{},moderately,{},male,native,,
1,HighOnly,0,10,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,how polite of them!,26-35,{},slightly,{},female,native,,
1,HighOnly,0,10,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,how polite of them!,18-25,{},slightly,{},female,native,,
1,HighOnly,0,10,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,how polite of them!,56-65,{},moderately,{},female,profession,,
1,HighOnly,0,11,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,I'll make sure to sit on them and use my body heat as an oven.,36-45,{},slightly,{},female,native,,
1,HighOnly,0,11,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,I'll make sure to sit on them and use my body heat as an oven.,26-35,{},none,{},male,native,,
1,HighOnly,0,11,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,I'll make sure to sit on them and use my body heat as an oven.,18-25,{},very,{},female,native,,
1,HighOnly,0,12,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Just feeling a little down. Not in the mood.,18-25,,slightly,{},female,native,,
1,HighOnly,0,12,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Just feeling a little down. Not in the mood.,26-35,{},very,{},female,native,,
1,HighOnly,0,12,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Just feeling a little down. Not in the mood.,26-35,{},slightly,{},male,native,,
1,HighLow,3,8,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,um are you okay?,18-25,{},moderately,{},female,native,,
1,HighLow,3,8,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,um are you okay?,18-25,{},moderately,{},male,native,,
1,HighLow,3,8,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,um are you okay?,26-35,{},none,{},female,native,,
1,HighOnly,0,13,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Maybe we can look on Stubhub?,46-55,{},moderately,{},male,native,,
1,HighOnly,0,13,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Maybe we can look on Stubhub?,46-55,{},very,{},male,native,,
1,HighOnly,0,13,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,Maybe we can look on Stubhub?,26-35,{},slightly,{},female,native,,
1,HighLow,3,9,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Hey sorry, whats up?",26-35,{},slightly,{},male,native,,
1,HighLow,3,9,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Hey sorry, whats up?",18-25,{},slightly,{},female,native,,
1,HighLow,3,9,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Hey sorry, whats up?",36-45,{},moderately,{},female,native,,
1,HighLow,3,10,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,oh man whata  doozy,18-25,{},slightly,{},female,native,,
1,HighLow,3,10,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,oh man whata  doozy,56-65,{},slightly,{},female,native,,
1,HighLow,3,10,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,oh man whata  doozy,36-45,{},slightly,{},male,native,,
1,HighLow,0,11,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,tryin my best buddy.,18-25,{},very,{},female,native,,
1,HighLow,0,11,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,tryin my best buddy.,56-65,{},very,{},female,profession,,
1,HighLow,0,11,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,tryin my best buddy.,26-35,{},slightly,{},male,native,,
1,HighOnly,0,14,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Great, talk to you soon",26-35,{},moderately,{},male,native,,
1,HighOnly,0,14,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Great, talk to you soon",26-35,{},very,{},female,profession,,
1,HighOnly,0,14,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,"Great, talk to you soon",26-35,{},very,{},male,native,,
1,HighLow,0,12,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,yeah i'm fine. I'm just not feeling too well.,18-25,{},none,{},female,native,,
1,HighLow,0,12,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,yeah i'm fine. I'm just not feeling too well.,26-35,{},slightly,{},female,native,,
1,HighLow,0,12,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,yeah i'm fine. I'm just not feeling too well.,18-25,{},slightly,{},female,native,,
1,HighLow,0,13,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,what do you suggest we do?,36-45,{},none,{},male,native,,
1,HighLow,0,13,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,what do you suggest we do?,46-55,{},slightly,{},female,native,,
1,HighLow,0,13,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,what do you suggest we do?,26-35,{},none,{},male,native,,
1,HighOnly,0,15,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,That's probably a good idea.,18-25,{},very,{},male,native,,
1,HighOnly,0,15,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,That's probably a good idea.,26-35,{},moderately,{},male,native,,
1,HighOnly,0,15,3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D,That's probably a good idea.,18-25,{},moderately,{},male,native,,
1,HighLow,0,14,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Ok cool, ill see you then.",36-45,{},moderately,{},female,profession,,
1,HighLow,0,14,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Ok cool, ill see you then.",36-45,{},slightly,{},female,native,,
1,HighLow,0,14,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,"Ok cool, ill see you then.",26-35,{},moderately,{},female,profession,,
1,HighLow,0,15,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,good luck finding it.,26-35,{},moderately,{},male,native,,
1,HighLow,0,15,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,good luck finding it.,26-35,{},extremely,{},male,native,,
1,HighLow,0,15,3WAKVUDHUXCZR7PVJFMAK3K49C37UR,good luck finding it.,18-25,{},extremely,{},male,native,,
1,HighOnly,2,1,39K0FND3AIBYX1IKHG783K50X3ZAMW,What's going on?,18-25,{},very,{},male,native,,
1,HighOnly,2,1,39K0FND3AIBYX1IKHG783K50X3ZAMW,What's going on?,36-45,{},slightly,{},female,native,,
1,HighOnly,2,1,39K0FND3AIBYX1IKHG783K50X3ZAMW,What's going on?,18-25,{},very,{},female,native,,
1,Default,1,1,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,"Hold on, what happened? I can come home now if you need.",18-25,{},extremely,{},female,native,,
1,Default,1,1,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,"Hold on, what happened? I can come home now if you need.",26-35,{},extremely,{},male,native,,
1,Default,1,1,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,"Hold on, what happened? I can come home now if you need.",26-35,{},very,{},male,native,,
1,HighOnly,2,2,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Sorry Mom, I'll do it right now",18-25,{},slightly,{},male,native,,
1,HighOnly,2,2,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Sorry Mom, I'll do it right now",46-55,{},extremely,{},male,native,,
1,HighOnly,2,2,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Sorry Mom, I'll do it right now",36-45,{},very,{},male,native,,
1,HighOnly,2,3,39K0FND3AIBYX1IKHG783K50X3ZAMW,What did he do?,56-65,Thank you for this opportunity to complete this task.,extremely,{},female,profession,,
1,HighOnly,2,3,39K0FND3AIBYX1IKHG783K50X3ZAMW,What did he do?,56-65,{},very,{},male,native,,
1,HighOnly,2,3,39K0FND3AIBYX1IKHG783K50X3ZAMW,What did he do?,26-35,{},very,{},male,native,,
1,HighOnly,2,4,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Shit, sorry man it wasn't me though",36-45,{},slightly,{},female,native,,
1,HighOnly,2,4,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Shit, sorry man it wasn't me though",36-45,{},moderately,{},female,native,,
1,HighOnly,2,4,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Shit, sorry man it wasn't me though",26-35,{},slightly,{},male,native,,
1,HighOnly,2,5,39K0FND3AIBYX1IKHG783K50X3ZAMW,"I would confront him on it. That's just a shitty thing to do. If you want to break up, break up; don't prolong it.",26-35,{},slightly,{},female,native,,
1,HighOnly,2,5,39K0FND3AIBYX1IKHG783K50X3ZAMW,"I would confront him on it. That's just a shitty thing to do. If you want to break up, break up; don't prolong it.",36-45,{},very,{},female,native,,
1,HighOnly,2,5,39K0FND3AIBYX1IKHG783K50X3ZAMW,"I would confront him on it. That's just a shitty thing to do. If you want to break up, break up; don't prolong it.",26-35,{},moderately,{},male,native,,
1,Default,1,2,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,"It's my kitchen, I'll deal with it when I get home.",26-35,{},none,{},male,native,,
1,Default,1,2,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,"It's my kitchen, I'll deal with it when I get home.",56-65,{},none,{},female,native,,
1,Default,1,2,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,"It's my kitchen, I'll deal with it when I get home.",36-45,"While there may not be much empathy in the text,  I still think it's appropriate.",none,{},female,native,,
1,HighOnly,0,6,39K0FND3AIBYX1IKHG783K50X3ZAMW,haha I get it though,18-25,{},moderately,{},male,native,,
1,HighOnly,0,6,39K0FND3AIBYX1IKHG783K50X3ZAMW,haha I get it though,26-35,{},moderately,{},male,native,,
1,HighOnly,0,6,39K0FND3AIBYX1IKHG783K50X3ZAMW,haha I get it though,26-35,{},very,{},female,native,,
1,HighOnly,0,7,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Sorry, that legit sucks",56-65,{},very,{},male,native,,
1,HighOnly,0,7,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Sorry, that legit sucks",18-25,{},slightly,{},female,native,,
1,HighOnly,0,7,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Sorry, that legit sucks",36-45,{},very,{},male,native,,
1,Default,1,3,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,what'd he do this time?,18-25,{},very,{},female,native,,
1,Default,1,3,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,what'd he do this time?,36-45,{},moderately,{},female,native,,
1,Default,1,3,3D8YOU6S9FGGN7BQ05HIEPK8E1K6US,what'd he do this time?,56-65,{},slightly,{},female,native,,
1,HighOnly,0,8,39K0FND3AIBYX1IKHG783K50X3ZAMW,See ya soon then,26-35,{},none,{},male,native,,
1,HighOnly,0,8,39K0FND3AIBYX1IKHG783K50X3ZAMW,See ya soon then,26-35,{},slightly,{},female,native,,
1,HighOnly,0,8,39K0FND3AIBYX1IKHG783K50X3ZAMW,See ya soon then,26-35,{},slightly,{},female,native,,
1,HighOnly,0,9,39K0FND3AIBYX1IKHG783K50X3ZAMW,"Hey, what do you need help with then?",36-45,{},none,{},female,native,,
